index,premise,hypothesis,label
1484,그것은 정말 깨끗하고 주인도 매우 친절합니다.,호스트가 불친절해서 힘들어요.,contradiction
1485,"이 사업은 쌀 대신 콩, 녹비료 등 다른 작물을 재배하는 농가를 지원한다.",이 사업은 쌀을 재배하는 농업인만 지원한다.,contradiction
1486,대학 등록금 반환을 위한 간접지원 예산으로 1000억원이 증액되기도 했다.,나는 내 예산을 늘렸다.,entailment
1487,"마리나 시설 외에도 아파트, 호텔, 종합병원, 휴양시설, 물놀이 공간, 에듀파크, 이순신도서관 등이 들어설 예정이다.",이순신 도서관은 에듀파크에 있습니다.,neutral
1488,설령 복수라고 해도 두 사람을 죽인 귀신이 천국에 갈 수 있다면 이해하기 어렵다.,내가 잘 이해하지 못하는 영화.,entailment
1489,저는 숙소에서 지내는 동안 잘 지냈어요.,저는 기숙사에 머무른 적이 없습니다.,contradiction
1490,광산구자원봉사센터는 설 명절을 이틀 앞둔 30일 도산동행정복지센터 대회의실에서 지역이 어려운 이웃들에게 갓 담근 맛있는 김치 100상자를 전달했다.,광산구자원봉사센터가 설날을 맞아 지역 내 어려운 이웃들에게 떡국을 제공하는 행사를 연다.,neutral
1491,"화재피해기업, 사회적경제기업 등 지원범위를 확대하고 주요 정책의 원활한 추진을 위해 상벌규정을 정비하는 것이 골자다.",사회적경제 기업에 대한 지원 범위를 확대하는 것이 주요 정책이다.,entailment
1492,그래도 여행은 잠자는 게 중요한 것 같아.,잠은 여행에서 중요한 요소로 볼 수 있다.,entailment
1493,세상으로 나아가는 것만으로는 충분하지 않습니다.,한국에서 성공할 수 있는 로맨스 스토리입니다.,neutral
1494,저희를 잘 챙겨주셔서 정말 감사합니다.,지금까지 신경 써주셔서 감사합니다.,entailment
1495,부모님의 마음을 알게 된 영화입니다.,내가 전혀 몰랐던 영화야.,contradiction
1496,숙소 3층에는 엘리베이터가 있어서 편해요.,그것은 엘리베이터 덕분에 편리합니다.,entailment
1497,예상치 못한 반전이 있었지만 내용은 텅 비어 있었다.,내용이 꽉 찼지만 반전은 없었다.,contradiction
1498,그것은 내가 경험한 것 중 가장 멋진 방이었다.,내가 가본 방 중에 제일 좋았어.,entailment
1499,특히 기차마을에서 습지대로 전기차로 이동해 편의성을 높이면서도 시골마을의 정취를 느낄 수 있다.,기차마을부터 습지까지 전기차가 다니지 않는다.,contradiction
1500,흐로닝이 들어온 2002년 3월 중순부터 4개월 보름 동안 그랑샤르트뢰즈 수도원은 외부인의 방문을 거의 허용하지 않았다.,그랜드 샤르트뢰즈 수도원은 항상 외부인의 방문을 허용해 왔다.,contradiction
1501,차태현은 카카오톡 대화방에 5만원권 사진 수십 장을 올리고 김준호 등과 내기 골프를 치며 번 돈을 자랑한 혐의를 받았다.,차태현은 김준호 등과 내기 골프를 쳤다는 의혹이 제기됐다.,entailment
1502,"깨끗하고, 주인의 세심한 배려가 엿보인다.",사회자의 배려가 엿보여요.,entailment
1503,그들이 인류에게 서비스로 주는 제대로 된 즐거움 영화.,그들이 보여준 영화는 단 한 편도 없다.,neutral
1504,소파와 침대 모두 부드럽고 편안합니다.,소파랑 침대밖에 없어요.,neutral
1505,심플하고 지적인 인테리어가 돋보이고 고양이는 매력적이다.,젊은 사람들은 인테리어를 좋아합니다.,neutral
1506,성인 두 명이 탈 수 있는 아늑한 공간입니다.,어른 두 명이 머물기에 아늑한 공간 분위기다.,entailment
1507,마지막까지 목소리를 더하기엔 무리가 있다.,끝까지 목소리를 더하는 것은 극단적인 절제다.,contradiction
1508,미국 유학 시절 향수병에 빠졌던 한국식 가족 드라마.,미국 유학 시절 가족과 함께 본 한국식 가족 드라마.,neutral
1509,일제 강점기 말 조선총독부는 전국에 보호 관찰소를 설치하고 사상범에 대한 감시 체제를 구축하였다.,보호관찰소는 일제강점기 초부터 존재하였다.,contradiction
1510,따라서 대인관계 형성을 위해 사교 모임이나 취미 활동에 적극적으로 참여할 필요가 있다.,취미나 친목모임에 적극적으로 참석하는 것이 필요하다.,entailment
1511,최근 남북관계 개선으로 서해5도와 강화도 등 접경지역을 품은 인천이 재조명되고 있다.,인천은 강화도와 서해5도와는 아무 상관이 없습니다.,contradiction
1512,다만 예년과 분위기가 사뭇 다르다.,분위기는 예년과 똑같다.,contradiction
1513,며느리의 절을 받은 시부모들이 대추와 밤을 던져 아이를 많이 낳는다.,시부모들은 며느리에게 감을 던집니다.,contradiction
1514,가장 큰 문제는 세계 주요 언론들이 일본의 강제동원을 거의 보도하지 않고 있다는 점이다.,문제는 세계 주요 언론이 일본의 압박을 받고 있다는 점이다.,neutral
1515,한 남자가 영매 엘리스의 집에서 이상한 일이 일어난다고 불러요.,한 남자의 집에서 일어나는 일은 유령 때문입니다.,neutral
1516,"김씨는 윤 일병 유족을 만나고 싶어했고, 그 역시 유족을 만나고 싶었지만 군이 이를 막았다.",군은 김 씨와 유가족의 면담을 저지했다,entailment
1517,시는 확정된 사업을 추진할 수 있도록 시민과 기관 간 협력을 지원하고 분야별 전문가 연계를 통해 과제별 시민공감디자인단을 구성한다.,우리는 아직 프로젝트가 마무리되기를 기다리고 있습니다.,contradiction
1518,참여기관들은 기관별 주요 추진과제를 선정해 실질적인 성과가 창출될 수 있도록 최선을 다할 계획이다.,참여기관들은 실질적인 성과가 창출될 수 있도록 최선을 다할 계획이다.,entailment
1519,"또 경찰, 소방 등 현장에서 고위험 업무를 수행하다 다치거나 질병에 걸린 공무원은 최장 5년까지 휴직할 수 있게 된다.",현장에서 고위험 업무를 수행하다 다치거나 몸이 아픈 공무원은 최장 5년까지 휴직할 수 있다.,entailment
1520,사망설과 감금설이 제기되었다.,사망설이 제기되었다.,entailment
1521,세탁소도 생활도 모두 완벽한 숙소였다.,나는 세탁과 인생 부분이 제일 좋았어.,neutral
1522,1990년대 할리우드 만화영화 중에 좋은 영화가 정말 많아.,90년대 할리우드 코믹 무빙 영화는 분위기가 남다르다.,neutral
1523,캡처 방지 기술이 적용돼 30초 후 화면이 자동으로 초기화된다.,일정 시간이 지나면 화면이 초기화됩니다.,entailment
1524,또한 그 집은 겨울에 지내기에 매우 춥습니다.,겨울에는 집에 있기엔 춥습니다.,entailment
1525,마치 파리에 사는 것 같았어요.,그것은 파리처럼 느껴지지 않았다.,contradiction
1526,이와 함께 치매환자에게 응급상황이 발생하거나 안전지대를 이탈할 경우 안내서비스를 제공한다.,치매환자가 안전지역을 벗어나면 치매환자의 위치를 알려준다.,neutral
1527,행운을 상징하고 희망찬 새해를 기원하는 전통 문양이 새겨진 연하장에는 기해년 황금돼지해를 맞아 현대적인 감각을 지닌 다양한 돼지가 등장한다.,돼지의 해는 돼지의 해입니다.,entailment
1528,"보도자료 세부계획에 따르면 이번 특별감시는 연휴 전, 추석 연휴 후, 연휴 후 등 3단계로 진행된다.",이번 특별 모니터링은 총 3단계로 진행된다.,entailment
1529,때문에 이런 상황이 지속되면 다음 달부터 연탄 생산을 중단해야 한다는 목소리도 나온다.,다음 달부터 연탄 생산이 중단된다,neutral
1530,개인적으로 제목을 고수했던 시리즈 중 최고의 작품이다.,그 시리즈는 제목에 충실했다.,entailment
1531,잠정합의서에 이미 담겼던 제3회 추경예산 증액분을 반영하기로 했다.,잠정합의서에 포함된 금액을 3차 추경예산에 늘리기로 했습니다.,entailment
1532,중앙부처에 진출하기 위한 직원들의 노력도 강조했다.,기사에서도 중앙부처에 진출하기 위한 노력이 강조됐다.,neutral
1533,코즈웨이 베이 역에서 5분 거리에 있어서 좋아요.,코즈웨이베이역은 5분 거리에 있습니다.,entailment
1534,"지원대상은 옥상방수시설, 담장, 보안등, 단지 내 도로, 주차장, 어린이 놀이터 등 공공 또는 부대복지시설이다.",지원 대상 시설에는 복지시설이 추가로 포함된다.,entailment
1535,로버트 패틴슨의 또 다른 모습을 볼 수 있는 멋진 작품이었어.,로버트 패틴슨의 퇴폐를 볼 수 있는 좋은 작품이었다.,neutral
1536,1991년 통계 작성 이후 가장 낮은 수치다.,1991년 통계 작성 이후 변동폭이 가장 크다.,neutral
1537,가격 대비 가장 좋은 숙소라고 생각합니다.,나는 숙소의 가성비가 가장 좋다고 생각해요.,entailment
1538,편의시설 접근성이 매우 좋습니다.,교통시설 접근성도 좋다.,contradiction
1539,"1948년, 그는 국내외에 한국 정부 수립을 선언하고 초대 대통령으로 취임했다.",초대 대통령은 대한민국 정부가 선포된 해에 취임했다.,entailment
1540,한낮에 의료기기를 판매하는 세일즈맨 크리스 가드너는 매일 최선을 다해 물건을 팔지만 일이 뜻대로 되지 않는다.,세일즈맨 크리스 가드너는 물건을 파는 것을 놓지 않았다.,entailment
1541,실버턴의 고등학교 교감인 게리 풀러는 그의 두 아들이 졸업식에 앞서 타임캡슐을 만들 것을 제안한다.,게리 풀러의 두 아들은 타임캡슐을 만듭니다.,neutral
1542,그것은 세 에어비앤비 중 가장 멋졌습니다.,나는 에어비앤비를 세 번 이용했어요.,entailment
1543,그는 친절하고 손님의 문의에 빠르게 응한다.,응답 속도가 느려서 짜증 나요.,contradiction
1544,캐릭터가 차에서 나오는 순간 영화는 힘을 잃는다.,캐릭터가 차에서 나오는 순간 영화는 힘을 얻는다.,contradiction
1545,바얀의 돈 살루스트는 스페인의 카를로스 2세 치하의 목사이다.,카를 2세는 바얀의 돈 살루스트를 장관으로 임명했다.,entailment
1546,정부의 정책 추진 등 상업성보다 공익성이 강하다면 디스플레이광고법상 불공정광고에 해당하지 않는다.,정부의 정책 추진은 상업성이 가장 강하다.,contradiction
1547,네프는 자신의 고객인 디트릭슨에게 자동차 보험을 연장해 달라고 말하기 위해 그의 집으로 가서 매력적인 부인을 만난다. 필립 디트릭슨.,네프는 디트릭슨에게 자동차 보험에 가입하라고 말하기 위해 디트릭슨의 집을 방문했습니다.,contradiction
1548,그것은 깊은 생각에 잠기게 만듭니다.,그것은 당신을 깊은 잠에 빠지게 합니다.,entailment
1549,그것은 할리우드 애니메이션과는 달랐다.,할리우드 애니메이션은 모두 비슷하다.,neutral
1550,국토교통부의 주요 디지털 트윈 사업 발표에 이어 업계에서도 디지털 트윈을 활용한 사업화 전략과 정책 지원 방안을 제시할 예정이다.,국토교통부가 업계 주요 디지털트윈 사업 발표에 이어 디지털트윈을 활용한 사업화 전략과 정책 지원 방안을 건의한다.,contradiction
1551,이웃들이 깨끗하게 사용하길 바라지 않을 수 없다.,더럽고 랜덤하게 사용하셔도 됩니다.,contradiction
1552,한 사람 때문에 다른 배우들의 연기가 서툴러 보인다.,다른 배우들 때문에 제 연기가 서투른 것 같아요.,contradiction
1553,철도노조는 더불어민주당과 여당 간 국회 차원의 소위원회 구성 합의가 발표된 것을 환영한다며 파업 철회를 공식 발표했다.,철도노조는 트위터를 통해 파업 철회를 공식 발표했다.,neutral
1554,아무리 철이 없어도 분노가 폭발한 스톤은 상관의 딸을 만지면 삐뚤어진 동생에게 강제로 입대시켜 눈을 뜨게 한다.,스톤의 남동생은 형의 뜻에 따라 군에 입대한다.,contradiction
1555,이승기는 루머나 루머가 거의 없어 파파라치가 특종을 잡기 어려운 스타로 꼽혔다.,이승기는 지난 20년간 열애설과 루머가 거의 없었다.,neutral
